Metric,Runtime_s,Iterations,Tree_Size,Cost
SUCCESS_RATE,100.00%,100/100,-,-
MIN,0.003218,6.00,11623.00,2.1022
AVG,0.006007,9.97,19989.49,3.1056
MEDIAN,0.005481,9.00,18896.00,3.1104
MAX,0.026053,18.00,35392.00,5.2244
STDEV,0.002572,2.32,4508.45,0.5258

Run_ID,Runtime_s,Iterations,Tree_Size,Cost
1,0.006816,8,16386,2.8616
2,0.005548,7,13998,3.0166
3,0.006632,8,15748,2.4756
4,0.005721,9,18011,3.1529
5,0.005313,9,17716,3.2721
6,0.006242,11,21473,3.5020
7,0.006282,13,25242,3.5414
8,0.004313,9,18291,2.3115
9,0.004987,10,20012,3.0277
10,0.006599,10,19708,3.1037
11,0.004839,9,17726,2.9925
12,0.004283,9,18376,2.8515
13,0.008339,14,27491,4.2528
14,0.007373,13,26271,3.0417
15,0.004831,10,20567,2.9859
16,0.006266,14,28185,3.1027
17,0.005473,12,23716,2.6992
18,0.006942,8,15401,2.7816
19,0.004843,9,18022,3.2375
20,0.004365,9,17531,2.6770
21,0.005588,7,13408,2.8616
22,0.004040,8,17218,2.3796
23,0.004685,9,18450,3.1221
24,0.005399,10,20094,3.3264
25,0.007506,11,22764,2.2068
26,0.006025,13,25697,3.9862
27,0.007326,11,22118,3.6743
28,0.004715,10,20080,2.7836
29,0.004703,10,20203,2.8467
30,0.006579,9,18940,3.7440
31,0.009030,13,25331,3.3275
32,0.005890,13,25507,3.9751
33,0.006411,13,26582,2.9810
34,0.004363,9,17459,3.2282
35,0.008081,15,30959,3.6707
36,0.004929,10,20149,3.6118
37,0.004257,9,18340,2.5429
38,0.003556,6,12452,2.2751
39,0.005446,11,21516,3.0471
40,0.005329,11,23164,3.3332
41,0.003554,7,14489,3.2094
42,0.005113,11,21213,4.2721
43,0.004470,6,11623,2.1136
44,0.003218,6,12688,2.2127
45,0.006737,10,20100,3.1781
46,0.008432,18,35392,3.3680
47,0.004197,9,18720,3.0587
48,0.005566,12,23230,3.0124
49,0.007550,9,17352,2.7873
50,0.009180,12,23822,3.2712
51,0.007401,8,16705,2.2861
52,0.005431,10,20449,3.2083
53,0.007669,14,27197,3.9128
54,0.005122,11,21918,2.4970
55,0.006382,9,18279,3.3251
56,0.007018,12,23471,3.2484
57,0.004512,8,16374,3.1722
58,0.005752,9,18056,3.3167
59,0.026053,13,26526,2.9747
60,0.005489,9,17951,2.5452
61,0.006308,8,16622,2.7242
62,0.008849,14,27582,3.3879
63,0.003823,8,16654,2.7129
64,0.006867,9,17673,3.8299
65,0.005834,10,19111,3.2056
66,0.004295,8,16177,2.4998
67,0.004140,7,14070,2.5883
68,0.007593,9,18283,3.8939
69,0.007369,16,31380,5.2244
70,0.008269,12,23970,3.0196
71,0.008114,9,19047,3.3185
72,0.003938,8,16983,2.9764
73,0.003516,7,13538,2.5456
74,0.003561,7,14580,2.3018
75,0.004437,9,17818,3.5332
76,0.004718,10,19752,3.6030
77,0.004389,9,17836,3.8753
78,0.007438,7,14075,2.2590
79,0.004010,7,14355,2.1022
80,0.009240,13,25831,3.2787
81,0.004338,9,18646,3.2400
82,0.008516,10,19938,3.1392
83,0.004289,9,17709,2.9536
84,0.004336,7,14724,2.9792
85,0.005844,13,26032,3.8405
86,0.004736,10,19471,3.6923
87,0.006393,12,24070,2.8442
88,0.004191,9,18387,2.8687
89,0.007189,10,20039,3.2435
90,0.005302,11,22215,2.5739
91,0.005030,11,22318,3.5954
92,0.003880,8,16011,2.7302
93,0.007902,8,15685,3.2894
94,0.007832,9,18072,3.1625
95,0.004689,10,19538,3.5663
96,0.004731,9,17945,3.5475
97,0.011388,15,30025,3.1395
98,0.005861,11,21628,2.9654
99,0.004302,9,18852,3.1172
100,0.004524,8,16450,2.4074
